component_id,grant_id,acronym,programme,grant_type,panel,call_year,start_date,start_year,end_date,starting_host,host_country,project_eu_contribution,french_component_amount,amount_method,is_synergy,resolution_status,evidence_grade,source_kind,match_mode,disposition,lab_name,rnsr_id,city,city_raw,code_postal,region,region_source,universities_at_start,universities_at_start_raw,n_universities_at_start,rto_tutelles,rto_tutelles_raw,other_etab_tutelles,other_etab_tutelles_raw,participants_nontutelle,participants_nontutelle_raw,tutelles_raw_v2,tutelle_source,tutelle_flags,flags,park_reason,evidence_ref,integration_note,dataset_version,source_snapshot_date,run_id,phase_d_route,phase_d_terminal_outcome
741167:0,741167,ENLIGHTEN,Horizon 2020,Advanced Grants,"LS6 - Immunity, Infection & Immunotherapy",2016,2018-01-01,2018,2023-12-31,National Institute of Health and Medical Research (INSERM),FR,2499994.0,2499994.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Dynamiques des Réponses immunes - Dynamics of Immune Responses,201021917J,Paris,Paris Cedex 15,75724,Île-de-France,v2_pipeline_geocode,,,0,,,Institut Pasteur,Institut Pasteur,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:741167,,1.5.0,2026-07-24,20260827T142619Z_integration,,
742095:0,742095,SPIDI,Horizon 2020,Advanced Grants,PE9 - Universe Sciences,2016,2018-01-01,2018,2024-12-31,National Centre for Scientific Research (CNRS),FR,2362230.0,2362230.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut de Planétologie et d'Astrophysique de Grenoble,201119432D,Grenoble,GRENOBLE CEDEX 9,38058,Auvergne-Rhône-Alpes,v2_pipeline_geocode,Université Grenoble Alpes,Université Grenoble Alpes,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Centre National d'Etude Spatiales,Centre National d'Etude Spatiales,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:742095,,1.5.0,2026-07-24,20260827T142619Z_integration,,
742345:0,742345,CROSS,Horizon 2020,Advanced Grants,PE2 - Fundamental Constituents of Matter,2016,2018-01-01,2018,2025-03-31,National Centre for Scientific Research (CNRS),FR,3146598.0,3146598.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,Université Paris-Saclay,,Orsay,Orsay,91405,Île-de-France,web_postal,,,0,,,,,,,Centre National de la Recherche Scientifique;Université Paris-Saclay;Institut National de Physique Nucléaire et de Physique des Particules;Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:742345,,1.5.0,2026-07-24,20260827T142619Z_integration,,
742816:0,742816,LTCSEI,Horizon 2020,Advanced Grants,"SH1 - Individuals, Markets & Organisations",2016,2018-01-01,2018,2023-06-30,Paris School of Economics,FR,1523217.0,1523217.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked_no_rnsr_id,United Kingdom of Great Britain and Northern Ireland,,,,,Île-de-France,v2_pipeline_geocode,,,0,,,,,,,Paris School of Economics;Paris Jourdan Sciences Economiques,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed,,https://api.openalex.org/works?filter=awards.funder_award_id:742816,,1.5.0,2026-07-24,20260827T142619Z_integration,,
756722:0,756722,TOPODY,Horizon 2020,Starting Grants,PE2 - Fundamental Constituents of Matter,2017,2018-01-01,2018,2024-06-30,Normal Superior School (ENS),FR,1500000.0,1500000.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Laboratoire Kastler Brossel,199812880N,Paris,PARIS CEDEX 05,75231,Île-de-France,v2_pipeline_geocode,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris;Collège de France Paris,Ecole Normale Supérieure Paris;Collège de France Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:756722,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757910:0,757910,Life-Cycle,Horizon 2020,Starting Grants,PE5 - Synthetic Chemistry & Materials,2017,2018-01-01,2018,2023-03-31,Strasbourg Center for Frontier Research in Chemistry,FR,1762488.0,1762488.0,ordinary_full_project,False,resolved,B,v1_openalex,unit_id_exact,linked,UMR7140  4 Rue Blaise Pascal 67081 Strasbourg France,200312525F,Strasbourg,strasbourg,67000,Grand Est,rnsr_postal,Université Strasbourg,Université Strasbourg,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,v2_relinked|city_titlecased,,https://api.openalex.org/works?filter=awards.funder_award_id:757910,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758210:0,758210,GEO-4D,Horizon 2020,Starting Grants,PE10 - Earth System Science,2017,2018-01-01,2018,2023-12-31,Normal Superior School (ENS),FR,1499125.0,1499125.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Laboratoire de géologie de l'ENS,199812866Y,Paris,PARIS CEDEX 05,75231,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris,Ecole Normale Supérieure Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:758210,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758457:0,758457,CoSpaDD,Horizon 2020,Starting Grants,"LS3 - Cellular, Developmental & Regenerative Biology",2017,2018-01-01,2018,2023-06-30,Pasteur Institute,FR,1489147.0,1489147.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,Institut Pasteur,,Paris,Paris,75015,Île-de-France,web_postal,,,0,,,,,,,Institut Pasteur;Biologie du Développement et Cellules Souches;Centre National de la Recherche Scientifique;Université Paris Cité,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:758457,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758480:0,758480,NanoFLP,Horizon 2020,Starting Grants,PE5 - Synthetic Chemistry & Materials,2017,2018-01-01,2018,2024-06-30,National Centre for Scientific Research (CNRS),FR,1499875.0,1499875.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Laboratoire de Chimie de la Matière Condensée de Paris,199712620K,Paris,PARIS CEDEX 05,75252,Île-de-France,v2_pipeline_geocode,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Collège de France Paris,Collège de France Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:758480,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758498:0,758498,STRUCTURE,Horizon 2020,Starting Grants,PE4 - Physical & Analytical Chemical Sciences,2017,2018-01-01,2018,2023-12-31,National Centre for Scientific Research (CNRS),FR,1499632.0,1499632.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut de Chimie Radicalaire,201220354B,Marseille,MARSEILLE CEDEX 20,13397,Provence-Alpes-Côte d'Azur,v2_pipeline_geocode,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:758498,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758620:0,758620,CORFRONMAT,Horizon 2020,Starting Grants,PE1 - Mathematics,2017,2018-01-01,2018,2023-12-31,National Centre for Scientific Research (CNRS),FR,1056664.0,1056664.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Laboratoire de physique et modélisation des milieux condensés,199511944J,Grenoble,GRENOBLE CEDEX 9,38042,Auvergne-Rhône-Alpes,v2_pipeline_geocode,Université Grenoble Alpes,Université Grenoble Alpes,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:758620,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758710:0,758710,FarCatCH,Horizon 2020,Starting Grants,PE5 - Synthetic Chemistry & Materials,2017,2018-01-01,2018,2023-12-31,National Centre for Scientific Research (CNRS),FR,1497996.0,1497996.0,ordinary_full_project,False,resolved,A,hal_grant,already_linked,linked,Chimie Organique et Bioorganique : Réactivité et Analyse,200012115Y,Caen,1 Rue Tesniere 76821 Mont St Aignan Cedex,14032,Normandie,hal_address,Université Rouen,Université de Rouen,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut National des Sciences Appliquées Rouen,Institut national des sciences appliquées de Rouen,,,,historical_rnsr_2017_fallback_active_missing,active_missing_fallback_to_historical,phase_e_located,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:758710,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758911:0,758911,QUSCO,Horizon 2020,Starting Grants,PE7 - Systems & Communication Engineering,2017,2018-01-01,2018,2024-06-30,National Centre for Scientific Research (CNRS),FR,1494738.0,1494738.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,Sorbonne Université,,Paris,Paris,75005,Île-de-France,web_postal,,,0,,,,,,,Centre National de la Recherche Scientifique;Sorbonne Université,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:758911,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759120:0,759120,transtryp,Horizon 2020,Starting Grants,"LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions",2017,2018-01-01,2018,2023-06-30,National Institute of Health and Medical Research (INSERM),FR,1787400.0,1787400.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Acides Nucléiques : Régulations Naturelle et Artificielle,201622171J,Bordeaux,BORDEAUX CEDEX,33076,Nouvelle-Aquitaine,v2_pipeline_geocode,Université de Bordeaux,Université de Bordeaux,1,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:759120,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759817:0,759817,EMERG-ANT,Horizon 2020,Starting Grants,"LS8 - Environmental Biology, Ecology & Evolution",2017,2018-01-01,2018,2024-06-30,National Centre for Scientific Research (CNRS),FR,1439893.0,1439893.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_rnsr_exact,linked,Research Centre on Animal Cognition,200311842N,Toulouse,Toulouse,31062,Occitanie,rnsr_postal,Université Toulouse III - Paul Sabatier,Université de Toulouse III - Paul Sabatier,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,Centre National de la Recherche Scientifique;Université Toulouse III - Paul Sabatier;Centre de Recherches sur la Cognition Animale,active_rnsr,tutelle_renamed_since,phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:759817,,1.5.0,2026-07-24,20260827T142619Z_integration,,
780058:0,780058,OCEAN SENTINEL,Horizon 2020,Proof of Concept,"LS8 - Environmental Biology, Ecology & Evolution",2017,2018-01-01,2018,2019-06-30,National Centre for Scientific Research (CNRS),FR,150000.0,150000.0,ordinary_full_project,False,resolved,B,openalex_author,v2_inherited,linked,Centre d’Etudes Biologiques de Chizé,201420642F,VILLIERS EN BOIS,VILLIERS EN BOIS,79360,Nouvelle-Aquitaine,v2_pipeline_geocode,Université La Rochelle,Université La Rochelle,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement","Institut national de recherche pour l'agriculture, l'alimentation et l'environnement",,active_rnsr,tutelle_name_via_sigle_lookup,,,https://api.openalex.org/works?filter=authorships.author.id:<henriweimerskirch>,,1.5.0,2026-07-24,20260827T142619Z_integration,,
756225:0,756225,blackQD,Horizon 2020,Starting Grants,PE7 - Systems & Communication Engineering,2017,2018-02-01,2018,2024-01-31,National Centre for Scientific Research (CNRS),FR,1499903.0,1499903.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut des Nanosciences de Paris,199712634A,Paris,PARIS CEDEX 05,75252,Île-de-France,v2_pipeline_geocode,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:756225,,1.5.0,2026-07-24,20260827T142619Z_integration,,
756785:0,756785,FUN-PM,Horizon 2020,Starting Grants,PE8 - Products & Processes Engineering,2017,2018-02-01,2018,2024-01-31,National Centre for Scientific Research (CNRS),FR,1493838.77,1493838.77,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,ICARE - Institut de Combustion,200817616T,Orleans,ORLEANS CEDEX 2,45071,Centre-Val de Loire,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Université Orléans,Université Orléans,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:756785,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757111:0,757111,ABIOS,Horizon 2020,Starting Grants,PE4 - Physical & Analytical Chemical Sciences,2017,2018-02-01,2018,2024-12-31,National Centre for Scientific Research (CNRS),FR,1497031.0,1497031.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Institut de Biologie Physico-Chimique,199719871S,PARIS,PARIS,75005,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,,,https://api.openalex.org/works?filter=awards.funder_award_id:757111,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757557:0,757557,MECHABLASTO,Horizon 2020,Starting Grants,"LS3 - Cellular, Developmental & Regenerative Biology",2017,2018-02-01,2018,2023-01-31,National Centre for Scientific Research (CNRS),FR,1497691.0,1497691.0,ordinary_full_project,False,resolved,B,v1_openalex,region_only_no_rnsr_link,linked_no_rnsr_id,Institut Curie,,Paris,Paris,75005,Île-de-France,hal_address,,,0,,,,,,,Centre National de la Recherche Scientifique;Inserm;Université Paris Sciences et Lettres;Sorbonne Université,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_located,,https://api.openalex.org/works?filter=awards.funder_award_id:757557,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757858:0,757858,ATMO,Horizon 2020,Starting Grants,PE9 - Universe Sciences,2017,2018-02-01,2018,2023-07-31,French Alternative Energies and Atomic Energy Commission,FR,1500000.0,1500000.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,,Gif-sur-Yvette,Gif-sur-Yvette,91191,Île-de-France,web_postal,,,0,,,,,,,Commissariat à l'Énergie Atomique et aux Énergies Alternatives;CEA Paris-Saclay;Centre National de la Recherche Scientifique;Université de Versailles Saint-Quentin-en-Yvelines,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:757858,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757996:0,757996,ANADEL,Horizon 2020,Starting Grants,PE1 - Mathematics,2017,2018-02-01,2018,2024-07-31,National Centre for Scientific Research (CNRS),FR,1293763.0,1293763.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Laboratoire Jacques-Louis Lions,199712644L,Paris,PARIS CEDEX 05,75252,Île-de-France,v2_pipeline_geocode,Sorbonne Université;Universite de Paris,Sorbonne Université;Universite de Paris,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,tutelle_renamed_since|tutelle_successor_projected,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:757996,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758232:0,758232,SPEECHREPORTING,Horizon 2020,Starting Grants,SH4 - The Human Mind and its Complexity,2017,2018-02-01,2018,2023-10-31,National Centre for Scientific Research (CNRS),FR,1499375.0,1499375.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,"Langage, LAngues et Cultures d'Afrique",200212791Z,Villejuif,VILLEJUIF CEDEX,94801,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut National des Langues et Civilisations Orientales Paris,Institut National des Langues et Civilisations Orientales Paris,Ecole Pratique des Hautes Etudes Paris,Ecole Pratique des Hautes Etudes Paris,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:758232,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758792:0,758792,GEODESI,Horizon 2020,Starting Grants,PE9 - Universe Sciences,2017,2018-02-01,2018,2024-08-31,National Centre for Scientific Research (CNRS),FR,1476672.0,1476672.0,ordinary_full_project,False,resolved,B,v1_openalex,hal_rnsr_s_direct_hal_nameq,linked,Institut d’Astrophysique de Paris,200112483U,PARIS,PARIS,75014,Île-de-France,rnsr_postal,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,Centre National de la Recherche Scientifique;Institut d'Astrophysique de Paris;Sorbonne Université,active_rnsr,,phase_e_located,,https://api.openalex.org/works?filter=awards.funder_award_id:758792,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758907:0,758907,GESHAEM,Horizon 2020,Starting Grants,SH6 - The Study of the Human Past,2017,2018-02-01,2018,2025-08-31,National Centre for Scientific Research (CNRS),FR,1498368.0,1498368.0,ordinary_full_project,False,resolved,A,v1_piauthor,v2_inherited,linked,Ausonius-Institut de recherche sur l'Antiquité et le Moyen âge,199512037K,Pessac,PESSAC CEDEX,33607,Nouvelle-Aquitaine,v2_pipeline_geocode,Université Bordeaux Montaigne,Université Bordeaux Montaigne,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ministère de la culture,Ministère de la culture,,,,active_rnsr,,city_cedex_normalized,,https://openalex.org/A5001369550,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759702:0,759702,COMBINEPIC,Horizon 2020,Starting Grants,PE1 - Mathematics,2017,2018-02-01,2018,2024-01-31,National Centre for Scientific Research (CNRS),FR,1242400.0,1242400.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut Denis Poisson,201822709K,Orleans,ORLEANS CEDEX 2,45067,Centre-Val de Loire,v2_pipeline_geocode,Université de Tours;Université Orléans,Université de Tours;Université Orléans,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:759702,,1.5.0,2026-07-24,20260827T142619Z_integration,,
767064:0,767064,VHIALab,Horizon 2020,Proof of Concept,PE6 - Computer Science & Informatics,2017,2018-02-01,2018,2019-01-31,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,149866.0,149866.0,ordinary_full_project,False,resolved,B,v1_cnrs_page,v2_relink_needs_review,linked_no_rnsr_id,INRIA Grenoble,,Grenoble,Grenoble,,Auvergne-Rhône-Alpes,evidence_city,,,0,,,,,,,,v2_inherited,,v2_relink_needs_review,,https://team.inria.fr/robotlearn/team-members/radu-patrice-horaud/,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757239:0,757239,FLAVE,Horizon 2020,Starting Grants,PE3 - Condensed Matter Physics,2017,2018-03-01,2018,2024-08-31,French Alternative Energies and Atomic Energy Commission,FR,1499094.0,1499094.0,ordinary_full_project,False,resolved,A,v1_openalex,v2_inherited,linked,Service de Physique de l'Etat Condensé,201521685K,Saint-Aubin,GIF SUR YVETTE CEDEX - ST AUBIN,91191,Île-de-France,v2_pipeline_geocode,,,0,Commissariat à l'énergie atomique et aux énergies alternatives,Commissariat à l'énergie atomique et aux énergies alternatives,,,Centre national de la recherche scientifique;Université Paris-Saclay,Centre national de la recherche scientifique;Université Paris-Saclay,,active_rnsr,tutelle_successor_projected,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:757239,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757501:0,757501,OrFuNCo,Horizon 2020,Starting Grants,PE5 - Synthetic Chemistry & Materials,2017,2018-03-01,2018,2023-08-31,National Centre for Scientific Research (CNRS),FR,1499640.0,1499640.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Laboratoire de chimie de coordination,197417418A,Toulouse,TOULOUSE CEDEX 4,31077,Occitanie,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut National Polytechnique Toulouse;Institut national de la sante et de la recherche medicale;Université Toulouse III - Paul Sabatier,Institut National Polytechnique Toulouse;Institut national de la sante et de la recherche medicale;Université de Toulouse III - Paul Sabatier,,active_rnsr,tutelle_renamed_since,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:757501,,1.5.0,2026-07-24,20260827T142619Z_integration,,
757672:0,757672,NeuroLang,Horizon 2020,Starting Grants,PE6 - Computer Science & Informatics,2017,2018-03-01,2018,2024-02-29,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,1497045.0,1497045.0,ordinary_full_project,False,resolved,A,hal_grant,phase_e_web_region_only,linked_no_rnsr_id,Psychiatry Neuroimaging Laboratory,,Gif-sur-Yvette,"1249 Boylston St. Boston, MA 02215",91191,Île-de-France,web_postal,,,0,,,,,,,,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:757672,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758473:0,758473,THEMPO,Horizon 2020,Starting Grants,SH4 - The Human Mind and its Complexity,2017,2018-03-01,2018,2024-08-31,National Centre for Scientific Research (CNRS),FR,1499375.0,1499375.0,ordinary_full_project,False,resolved,B,v1_openalex,libelle_city,linked,Institut des Sciences Cognitives—Marc Jeannerod,200711896E,Bron,Bron,69675,Auvergne-Rhône-Alpes,rnsr_postal,Université Claude Bernard Lyon 1,Université Claude Bernard Lyon 1,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la sante et de la recherche medicale,Institut national de la sante et de la recherche medicale,,active_rnsr,,v2_relinked,,https://api.openalex.org/works?filter=awards.funder_award_id:758473,,1.5.0,2026-07-24,20260827T142619Z_integration,,
758848:0,758848,AltCheM,Horizon 2020,Starting Grants,"LS4 - Physiology in Health, Disease & Ageing",2017,2018-03-01,2018,2024-02-29,National Institute of Health and Medical Research (INSERM),FR,1500000.0,1500000.0,ordinary_full_project,False,resolved,B,v1_openalex,sigle_city,linked,IRSL,202524650P,Paris,Paris,75010,Île-de-France,rnsr_postal,Universite de Paris,Universite de Paris,1,Institut national de la sante et de la recherche medicale,Institut national de la sante et de la recherche medicale,,,,,,active_rnsr,tutelle_renamed_since|tutelle_successor_projected|tutelle_renamed_since|tutelle_successor_projected,v2_relink_needs_review|phase_e_located,,https://api.openalex.org/works?filter=awards.funder_award_id:758848,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759089:0,759089,DRIVE,Horizon 2020,Starting Grants,LS5 - Neuroscience & Disorders of the Nervous Systems,2017,2018-03-01,2018,2024-02-29,National Institute of Health and Medical Research (INSERM),FR,1499410.0,1499410.0,ordinary_full_project,False,resolved,B,v1_cnrs_page,v2_inherited,linked_no_rnsr_id,UMR 1216 - Grenoble Institute of Neuroscience,,Grenoble,Grenoble,,Auvergne-Rhône-Alpes,v2_pipeline_geocode,,,0,,,,,,,"['Institut national de la santé et de la recherche médicale (INSERM)'
 'Université Grenoble Alpes']",v2_unbucketed,,no_rnsr_id|tutelles_unbucketed,,https://cordis.europa.eu/project/id/759089,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759194:0,759194,USNAC,Horizon 2020,Starting Grants,PE9 - Universe Sciences,2017,2018-03-01,2018,2024-08-31,National Centre for Scientific Research (CNRS),FR,1437188.0,1437188.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Laboratoire de Physique de Clermont,197412323M,Aubière,Aubière Cedex,63178,Auvergne-Rhône-Alpes,v2_pipeline_geocode,Université Clermont Auvergne  (EPE),Université Clermont Auvergne  (EPE),1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:759194,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759388:0,759388,LONGSPIN,Horizon 2020,Starting Grants,PE3 - Condensed Matter Physics,2017,2018-03-01,2018,2023-12-31,French Alternative Energies and Atomic Energy Commission,FR,1998423.0,1998423.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_relink_needs_review,linked_no_rnsr_id,"LaTEQS - Laboratoire de Transport Electronique Quantique et Supraconductivité (CEA
17 rue des Martyrs 
F-38054 Grenoble Cedex 9 - France)",,Grenoble,grenoble,,Auvergne-Rhône-Alpes,evidence_city,,,0,,,,,,,,v2_inherited,,v2_relink_needs_review|city_titlecased,,https://api.openalex.org/works?filter=awards.funder_award_id:759388,,1.5.0,2026-07-24,20260827T142619Z_integration,,
759390:0,759390,LANGARCHIV,Horizon 2020,Starting Grants,SH6 - The Study of the Human Past,2017,2018-03-01,2018,2026-07-31,National Centre for Scientific Research (CNRS),FR,1497168.0,1497168.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut des Mondes Africains,200212721Y,Ivry-sur-Seine,IVRY SUR SEINE CEDEX,94204,Île-de-France,v2_pipeline_geocode,Université Panthéon-Sorbonne Paris 1;Université Aix-Marseille,Université Panthéon-Sorbonne Paris 1;Université Aix-Marseille,2,Centre national de la recherche scientifique;Institut de recherche pour le developpement,Centre national de la recherche scientifique;Institut de recherche pour le developpement,Ecole Pratique des Hautes Etudes Paris;Ecole des Hautes Etudes en Sciences Sociales Paris,Ecole Pratique des Hautes Etudes Paris;Ecole des Hautes Etudes en Sciences Sociales Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:759390,,1.5.0,2026-07-24,20260827T142619Z_integration,,
772725:0,772725,HiPhore,Horizon 2020,Consolidator Grants,PE3 - Condensed Matter Physics,2017,2018-03-01,2018,2023-08-31,National Centre for Scientific Research (CNRS),FR,1922973.0,1922973.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,Institut Fresnel,201220335F,MARSEILLE,MARSEILLE,13013,Provence-Alpes-Côte d'Azur,v2_pipeline_geocode,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Centrale de Marseille,Ecole Centrale de Marseille,,,,active_rnsr,,,,https://api.openalex.org/works?filter=awards.funder_award_id:772725,,1.5.0,2026-07-24,20260827T142619Z_integration,,
