component_id,grant_id,acronym,programme,grant_type,panel,call_year,start_date,start_year,end_date,starting_host,host_country,project_eu_contribution,french_component_amount,amount_method,is_synergy,resolution_status,evidence_grade,source_kind,match_mode,disposition,lab_name,rnsr_id,city,city_raw,code_postal,region,region_source,universities_at_start,universities_at_start_raw,n_universities_at_start,rto_tutelles,rto_tutelles_raw,other_etab_tutelles,other_etab_tutelles_raw,participants_nontutelle,participants_nontutelle_raw,tutelles_raw_v2,tutelle_source,tutelle_flags,flags,park_reason,evidence_ref,integration_note,dataset_version,source_snapshot_date,run_id,phase_d_route,phase_d_terminal_outcome
101115755:0,101115755,SIESTA,Horizon Europe,Starting Grants,PE10 - Earth System Science,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,2089972.0,2089972.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,United Kingdom,,Marseille,Marseille,,Provence-Alpes-Côte d'Azur,city_gazetteer,,,0,,,,,,,Université de Toulon;Centre National de la Recherche Scientifique;Institut de Recherche pour le Développement;Aix-Marseille Université,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:101115755,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101115790:0,101115790,OBELiSC,Horizon Europe,Starting Grants,PE6 - Computer Science & Informatics,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,1500000.0,1500000.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut de Recherche en Informatique Fondamentale,201621976X,Paris,Paris,75013,Île-de-France,v2_pipeline_geocode,Université Paris Cité,Université Paris Cité,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,,,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101115790,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101115849:0,101115849,PAX,Horizon Europe,Starting Grants,PE2 - Fundamental Constituents of Matter,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,2499613.0,2499613.0,ordinary_full_project,False,resolved,B,v1_cnrs_page,v2_inherited,linked,Laboratoire Kastler Brossel,199812880N,Paris,PARIS CEDEX 05,75231,Île-de-France,v2_pipeline_geocode,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris;Collège de France Paris,Ecole Normale Supérieure Paris;Collège de France Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://www.paris-centre.cnrs.fr/fr/cnrsinfo/erc-starting-2023-trois-laureats-dans-la-circonscription,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101116110:0,101116110,MarmOTChat,Horizon Europe,Starting Grants,LS5 - Neuroscience & Disorders of the Nervous Systems,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,1398750.0,1398750.0,ordinary_full_project,False,resolved,B,v1_cnrs_page,unique_no_city_city_corroborated,linked,Institut des Sciences Cognitives Marc Jeannerod,200711896E,Lyon,Lyon,69675,Auvergne-Rhône-Alpes,rnsr_postal,Université Claude Bernard Lyon 1,Université Claude Bernard Lyon 1,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la sante et de la recherche medicale,Institut national de la sante et de la recherche medicale,,active_rnsr,,v2_relinked,,https://www.insb.cnrs.fr/fr/cnrsinfo/laureats-insb-de-lerc-starting-grant-2023,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101116491:0,101116491,PHOTONICS,Horizon Europe,Starting Grants,"LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions",2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,1498315.0,1498315.0,ordinary_full_project,False,resolved,B,v1_cnrs_page,v2_inherited,linked_no_rnsr_id,Biologie du chloroplaste et perception de la lumière chez les microalgues,,Paris,Paris,,Île-de-France,v2_pipeline_geocode,,,0,,,,,,,['CNRS' 'Sorbonne Université'],v2_unbucketed,,no_rnsr_id|tutelles_unbucketed,,https://www.insb.cnrs.fr/fr/cnrsinfo/laureats-insb-de-lerc-starting-grant-2023,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101117173:0,101117173,WIDOW,Horizon Europe,Starting Grants,"SH7 - Human Mobility, Environment & Space",2023,2024-09-01,2024,2029-08-31,Sciences Po,FR,1463840.0,1463840.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,"Centre de recherche sur les inégalités sociales (Sciences Po, CNRS)",198821638B,PARIS,PARIS,75007,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut d'études politiques de Paris - Fondation Nationale des Sciences Politiques,Institut d'études politiques de Paris - Fondation Nationale des Sciences Politiques,,,,active_rnsr,,,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101117173,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101118934:0,101118934,MANTRAMS,Horizon Europe,Synergy Grants,,2023,2024-09-01,2024,2030-08-31,ECOLE PRATIQUE DES HAUTES ETUDES,FR,9651263.0,779750.0,cordis_exact_host_pi_unknown,True,resolved,B,v1_llm,v2_inherited,linked_no_rnsr_id,"UMR 7528 ""Mondes Iranien et Indien""",,Paris,Paris,,Île-de-France,v2_pipeline_geocode,,,0,,,,,,,['CNRS' 'EPHE-PSL' 'INALCO' 'Sorbonne Nouvelle'],v2_unbucketed,,no_rnsr_id|tutelles_unbucketed,,https://www.ephe.psl.eu/andrea-acri,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101119058:0,101119058,HYROPE,Horizon Europe,Synergy Grants,,2023,2024-09-01,2024,2030-08-31,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,12744754.0,2498812.5,cordis_exact_host_pi_unknown,True,resolved,B,v1_cnrs_page,libelle_city,linked,Institut de Mécanique des Fluides de Toulouse,199511946L,Toulouse,Toulouse,31400,Occitanie,rnsr_postal,Université Toulouse III - Paul Sabatier,Université de Toulouse III - Paul Sabatier,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut National Polytechnique Toulouse,Institut National Polytechnique Toulouse,,,,active_rnsr,,v2_relinked,,https://www.cnrs.fr/fr/cnrsinfo/erc-synergy-grants-les-resultats-2023,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101123174:0,101123174,CUTOFF,Horizon Europe,Consolidator Grants,PE1 - Mathematics,2023,2024-09-01,2024,2029-08-31,Paris Dauphine University,FR,1403750.0,1403750.0,ordinary_full_project,False,resolved,B,openalex_author,v2_inherited,linked,CEntre de REcherches en MAthématiques de la DEcision,199712592E,Paris,PARIS CEDEX 16,75775,Île-de-France,v2_pipeline_geocode,Université Paris Dauphine,Université Paris Dauphine,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=authorships.author.id:<justinsalez>,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101123233:0,101123233,T-REx,Horizon Europe,Proof of Concept,PE9 - Universe Sciences,2023,2024-09-01,2024,2026-08-31,National Centre for Scientific Research (CNRS),FR,150000.0,150000.0,ordinary_full_project,False,resolved,B,openalex_author,v2_inherited,linked,IAS - Institut d'astrophysique spatiale (Bâtiment 121 91405 ORSAY CEDEX - France),199812942F,Orsay,ORSAY CEDEX,91405,Île-de-France,v2_pipeline_geocode,Université Paris-Saclay,Université Paris-Saclay,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Centre National d'Etude Spatiales,Centre National d'Etude Spatiales,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=authorships.author.id:<nabilaaghanim>,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101124214:0,101124214,MANTRATANTRAM,Horizon Europe,Consolidator Grants,SH6 - The Study of the Human Past,2023,2024-09-01,2024,2029-08-31,EPHE,FR,1972125.0,1972125.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Groupe de recherches en études indiennes (EA2120),202023529T,Aubervilliers,Aubervilliers Cedex,93322,Île-de-France,v2_pipeline_geocode,,,0,,,Ecole Pratique des Hautes Etudes Paris,Ecole Pratique des Hautes Etudes Paris,Université Sorbonne Nouvelle Paris 3;Université Paris sciences et lettres,Université Sorbonne Nouvelle Paris 3;Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101124214,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101124764:0,101124764,sCiSsoRS,Horizon Europe,Consolidator Grants,PE4 - Physical & Analytical Chemical Sciences,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,2432705.0,2432705.0,ordinary_full_project,False,resolved,A,v1_cnrs_page,v2_inherited,linked,Institut Fresnel,201220335F,MARSEILLE,MARSEILLE,13013,Provence-Alpes-Côte d'Azur,v2_pipeline_geocode,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Centrale de Marseille,Ecole Centrale de Marseille,,,,active_rnsr,,,,https://www.cnrs.fr/fr/actualite/erc-consolidator-2023-les-laureats-heberges-par-le-cnrs,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101125069:0,101125069,Dynamyelo,Horizon Europe,Consolidator Grants,"Immunity, Infection and I mmunotherapy",2023,2024-09-01,2024,2029-08-31,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,2000000.0,2000000.0,ordinary_full_project,False,resolved,B,v1_llm,v2_inherited,linked,Laboratoire physico-chimie Curie (UMR168),199411684F,Paris,PARIS CEDEX 05,75231,Île-de-France,v2_pipeline_geocode,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut Curie Paris,Institut Curie Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://www.cnrs.fr/en/update/winners-2024-erc-consolidator-grants-cnrs,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101126053:0,101126053,eGRIDE,Horizon Europe,Consolidator Grants,LS2 - Integrative Biology: From Genes & Genomes to Systems,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,1961573.0,1961573.0,ordinary_full_project,False,resolved,B,v1_llm,v2_inherited,linked,Laboratoire de Biologie et Modélisation de la Cellule (LBMC),200711906R,Lyon,LYON CEDEX 07,69364,Auvergne-Rhône-Alpes,v2_pipeline_geocode,Université Claude Bernard Lyon 1,Université Claude Bernard Lyon 1,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure de Lyon,Ecole Normale Supérieure de Lyon,Institut national de la sante et de la recherche medicale;Hospices Civils de Lyon,Institut national de la sante et de la recherche medicale;Hospices Civils de Lyon,,active_rnsr,,city_cedex_normalized,,https://www.ens-lyon.fr/en/research/research-projects/erc-funded-projects/erc-project-egride-fabien-duveau,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141171:0,101141171,GRABS,Horizon Europe,Advanced Grants,"SH7 - Human Mobility, Environment & Space",2023,2024-09-01,2024,2029-08-31,Paris 8 University Vincennes-Saint-Denis,FR,2213225.0,2213225.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Centre de recherches sociologiques et politiques de Paris,200918478A,Paris,PARIS CEDEX 17,75849,Île-de-France,v2_pipeline_geocode,Université Paris Nanterre;Université Vincennes-Saint Denis Paris 8,Université Paris Nanterre;Université Vincennes-Saint Denis Paris 8,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101141171,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141606:0,101141606,FOREVER,Horizon Europe,Advanced Grants,PE10 - Earth System Science,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,2494223.75,2494223.75,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Laboratoire Magmas et Volcans,200817617U,Clermont-Ferrand,CLERMONT FERRAND CEDEX 1,63038,Auvergne-Rhône-Alpes,v2_pipeline_geocode,Université Clermont Auvergne  (EPE);Université Jean Monnet Saint-Étienne,Université Clermont Auvergne  (EPE);Université Jean Monnet Saint-Étienne,2,Centre national de la recherche scientifique;Institut de recherche pour le developpement,Centre national de la recherche scientifique;Institut de recherche pour le developpement,,,,,,active_rnsr,tutelle_renamed_since,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101141606,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141855:0,101141855,BlaHSt,Horizon Europe,Advanced Grants,PE1 - Mathematics,2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,2487450.0,2487450.0,ordinary_full_project,False,resolved,B,v1_cnrs_page,v2_inherited,linked,Jacques-Louis Lions Laboratory,199712644L,Paris,PARIS CEDEX 05,75252,Île-de-France,v2_pipeline_geocode,Sorbonne Université;Université Paris Cité,Sorbonne Université;Université Paris Cité,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,,city_cedex_normalized,,https://www.paris-centre.cnrs.fr/fr/cnrsinfo/erc-advanced-2023-quatre-laureats-dans-la-circonscription-paris-centre,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101142242:0,101142242,PRIMA,Horizon Europe,Advanced Grants,SH5 - Cultures & Cultural Production,2023,2024-09-01,2024,2029-08-31,University of Tours,FR,2499369.0,2499369.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Centre d'études supérieures de la Renaissance [Tours],201220231T,Tours,TOURS CEDEX 1,37020,Centre-Val de Loire,v2_pipeline_geocode,Université de Tours,Université de Tours,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ministère de la culture,Ministère de la culture,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101142242,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101142530:0,101142530,SInfoNiA,Horizon Europe,Advanced Grants,"SH1 - Individuals, Markets & Organisations",2023,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,1152586.25,1152586.25,ordinary_full_project,False,resolved,B,v1_llm,v2_inherited,linked,"Centre de recherche en économie et statistique (CREST, UMR9194)",201521695W,Palaiseau,Palaiseau,91120,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Polytechnique;Groupe des écoles nationales d'économie et statistique;Institut polytechnique de Paris,Ecole Polytechnique;Groupe des écoles nationales d'économie et statistique;Institut polytechnique de Paris,,,,active_rnsr,,,,https://www.cnrs.fr/en/update/2024-erc-advanced-grants-9-projects-cnrs,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101142672:0,101142672,PANDORA,Horizon Europe,Advanced Grants,PE10 - Earth System Science,2023,2024-09-01,2024,2029-08-31,Côte d'Azur University,FR,2144646.0,2144646.0,ordinary_full_project,False,resolved,B,openalex_author,v2_inherited,linked,Laboratoire de Géologie-CNRS UMR 8538,199812866Y,Paris,PARIS CEDEX 05,75231,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris,Ecole Normale Supérieure Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=authorships.author.id:<nicolascoltice>,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101160452:0,101160452,ViDaMa,Horizon Europe,Starting Grants,"LS8 - Environmental Biology, Ecology & Evolution",2024,2024-09-01,2024,2029-08-31,National Centre for Scientific Research (CNRS),FR,1499196.0,1499196.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Information génomique et structurale,201220435P,Marseille,MARSEILLE CEDEX 09,13288,Provence-Alpes-Côte d'Azur,v2_pipeline_geocode,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101160452,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101188025:0,101188025,Histtext,Horizon Europe,Proof of Concept,SH6 - The Study of the Human Past,2024,2024-09-01,2024,2026-02-28,Aix-Marseille University,FR,150000.0,150000.0,ordinary_full_project,False,resolved,A,hal_author,v2_inherited,linked,Institut de recherches Asiatiques,201220304X,Marseille,MARSEILLE CEDEX 03,13331,Provence-Alpes-Côte d'Azur,v2_pipeline_geocode,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=authFullName_t:,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101188806:0,101188806,IMMCEPTION 2,Horizon Europe,Proof of Concept,"LS4 - Physiology in Health, Disease & Ageing",2024,2024-09-01,2024,2026-02-28,National Institute of Health and Medical Research (INSERM),FR,150000.0,150000.0,ordinary_full_project,False,resolved,B,openalex_author,v2_inherited,linked,Toulouse Institute for Infectious and Inflammatory Diseases (Infinity)  Toulouse France,202123706F,Toulouse,TOULOUSE CEDEX 3,31024,Occitanie,v2_pipeline_geocode,Université Toulouse III - Paul Sabatier,Université de Toulouse III - Paul Sabatier,1,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,,,,,,active_rnsr,tutelle_renamed_since,city_cedex_normalized,,https://api.openalex.org/works?filter=authorships.author.id:<nicolasgaudenzio>,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101189381:0,101189381,OpenFMLab,Horizon Europe,Proof of Concept,PE3 - Condensed Matter Physics,2024,2024-09-01,2024,2026-05-31,Aix-Marseille University,FR,150000.0,150000.0,ordinary_full_project,False,resolved,B,hal_author,v2_inherited,linked,Adhésion et Inflammation,200817464C,Marseille,MARSEILLE CEDEX 09,13288,Provence-Alpes-Côte d'Azur,v2_pipeline_geocode,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,,,Assistance Publique - Hôpitaux de Marseille,Assistance Publique - Hôpitaux de Marseille,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=authFullName_t:,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101189422:0,101189422,RealEase,Horizon Europe,Proof of Concept,PE3 - Condensed Matter Physics,2024,2024-09-01,2024,2026-02-28,National Centre for Scientific Research (CNRS),FR,150000.0,150000.0,ordinary_full_project,False,resolved,B,v1_llm,v2_inherited,linked,Laboratoire de Physique de l'ENS (LPENS),201922973T,PARIS,PARIS,75005,Île-de-France,v2_pipeline_geocode,Sorbonne Université;Université Paris Cité,Sorbonne Université;Université Paris Cité,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris,Ecole Normale Supérieure Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,,,https://www.cnrs.fr/en/update/erc-proof-concept-grants-first-2024-winners-announced,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101118911:0,101118911,DarkQuantum,Horizon Europe,Synergy Grants,,2023,2024-10-01,2024,2030-09-30,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,12975660.0,2079375.0,cordis_exact_host_pi_unknown,True,resolved,B,v1_openalex,v2_inherited,linked,Laboratoire de Physique de l'École Normale Supérieure,199812866Y,Paris,PARIS CEDEX 05,75231,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris,Ecole Normale Supérieure Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:101118911,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101125586:0,101125586,dynaBBO,Horizon Europe,Consolidator Grants,PE6 - Computer Science & Informatics,2023,2024-10-01,2024,2029-09-30,National Centre for Scientific Research (CNRS),FR,1999975.0,1999975.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,Computational Systems Biomedicine Lab,,Paris,Paris,,Île-de-France,city_gazetteer,,,0,,,,,,,,v2_relink_unresolved,,v2_relink_unresolved|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:101125586,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101125699:0,101125699,EnLightEn,Horizon Europe,Consolidator Grants,"LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions",2023,2024-10-01,2024,2029-09-30,French Alternative Energies and Atomic Energy Commission,FR,2000000.0,2000000.0,ordinary_full_project,False,resolved,B,v1_openalex,phase_e_web_region_only,linked_no_rnsr_id,Max-Planck-Institute for Marine Microbiology,,Grenoble,Grenoble,,Auvergne-Rhône-Alpes,city_gazetteer,,,0,,,,,,,Centre National de la Recherche Scientifique;Commissariat à l'Énergie Atomique et aux Énergies Alternatives;CEA Grenoble;Institut de Biologie Structurale,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed|phase_e_web,,https://api.openalex.org/works?filter=awards.funder_award_id:101125699,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141267:0,101141267,FILE,Horizon Europe,Advanced Grants,SH4 - The Human Mind and its Complexity,2023,2024-10-01,2024,2029-09-30,French College,FR,1870231.0,1870231.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Institut Jean-Nicod,200212785T,PARIS,PARIS,75005,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris;Ecole des Hautes Etudes en Sciences Sociales Paris,Ecole Normale Supérieure Paris;Ecole des Hautes Etudes en Sciences Sociales Paris,Université Bretagne Sud;Collège de France Paris;Université Aix-Marseille;Université Paris sciences et lettres,Université Bretagne Sud;Collège de France Paris;Université Aix-Marseille;Université Paris sciences et lettres,,active_rnsr,,,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101141267,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141361:0,101141361,WOLF,Horizon Europe,Advanced Grants,PE6 - Computer Science & Informatics,2023,2024-10-01,2024,2029-09-30,National Centre for Scientific Research (CNRS),FR,2500000.0,2500000.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked,"DMA - Département de Mathématiques et Applications - ENS-PSL (UMR8553) (45 rue d'Ulm
75005 Paris - France)",199812881P,Paris,PARIS CEDEX 05,75230,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris,Ecole Normale Supérieure Paris,Université Paris Dauphine;Université Paris Nord Paris 13;Université Paris-Saclay;Université Paris sciences et lettres,Université Paris Dauphine;Université Paris Nord Paris 13;Université Paris-Saclay;Université Paris sciences et lettres,,active_rnsr,,city_cedex_normalized,,https://api.openalex.org/works?filter=awards.funder_award_id:101141361,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141644:0,101141644,JuvenTwin,Horizon Europe,Advanced Grants,PE8 - Products & Processes Engineering,2023,2024-10-01,2024,2029-09-30,Institute Mines-Telecom,FR,2795438.0,2795438.0,ordinary_full_project,False,resolved,B,v1_openalex,v2_inherited,linked_no_rnsr_id,Mines Saint-Étienne,,,,,Île-de-France,v2_pipeline_geocode,,,0,,,,,,,Inserm;Mines Saint-Étienne;Université Jean Monnet;Université Claude Bernard Lyon 1,v2_unbucketed,,no_rnsr_id|tutelles_unbucketed,,https://api.openalex.org/works?filter=awards.funder_award_id:101141644,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101141745:0,101141745,SYMBEK,Horizon Europe,Advanced Grants,"LS8 - Environmental Biology, Ecology & Evolution",2023,2024-10-01,2024,2029-09-30,National Centre for Scientific Research (CNRS),FR,2500000.0,2500000.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,"Ecologie, Société et Evolution (ex-Ecologie, Systématique et Evolution)",200212739T,Gif-Sur-Yvette,Gif-Sur-Yvette,91190,Île-de-France,v2_pipeline_geocode,Université Paris-Saclay,Université Paris-Saclay,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,AgroParisTech (Inst Sc et Ind du Vivant et Environnement),AgroParisTech (Inst Sc et Ind du Vivant et Environnement),,,,active_rnsr,,,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101141745,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101142062:0,101142062,MADCAM,Horizon Europe,Advanced Grants,"LS6 - Immunity, Infection & Immunotherapy",2023,2024-10-01,2024,2029-09-30,Gustave Roussy Institute,FR,2487834.0,2487834.0,ordinary_full_project,False,resolved,A,hal_grant,v2_relink_unresolved,linked_no_rnsr_id,Immunologie anti-tumorale et immunothérapie des cancers,,,,,,,,,0,,,,,,,,v2_relink_unresolved,,v2_relink_unresolved,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101142062,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101142154:0,101142154,CRACK THE ROCK,Horizon Europe,Advanced Grants,PE10 - Earth System Science,2023,2024-10-01,2024,2029-09-30,National Centre for Scientific Research (CNRS),FR,2496170.0,2496170.0,ordinary_full_project,False,resolved,B,v1_openalex,libelle_city,linked,Institut des Sciences de la Terre,201119454C,Grenoble,Grenoble,38058,Auvergne-Rhône-Alpes,rnsr_postal,Université Savoie Chambéry;Université Grenoble Alpes;Université Gustave Eiffel,Université Savoie Chambéry;Université Grenoble Alpes;Université Gustave Eiffel,3,Centre national de la recherche scientifique;Institut de recherche pour le developpement,Centre national de la recherche scientifique;Institut de recherche pour le developpement,,,Institut polytechnique de Grenoble,Institut polytechnique de Grenoble,,active_rnsr,,v2_relinked,,https://api.openalex.org/works?filter=awards.funder_award_id:101142154,,1.5.0,2026-07-24,20260827T142619Z_integration,,
101142171:0,101142171,ODELIX,Horizon Europe,Advanced Grants,PE6 - Computer Science & Informatics,2023,2024-10-01,2024,2029-09-30,National Centre for Scientific Research (CNRS),FR,2396711.0,2396711.0,ordinary_full_project,False,resolved,A,hal_grant,v2_inherited,linked,Laboratoire d'informatique de l'École polytechnique [Palaiseau],200519331V,Palaiseau,Palaiseau Cedex,91120,Île-de-France,v2_pipeline_geocode,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Polytechnique;Institut polytechnique de Paris,Ecole Polytechnique;Institut polytechnique de Paris,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,,city_cedex_normalized,,https://api.archives-ouvertes.fr/search/?q=europeanProjectReference_s:101142171,,1.5.0,2026-07-24,20260827T142619Z_integration,,
